CHSA_CD,CHSA_Name,CHSA_Title,LHA_CD,LHA_Name,LHA_Title,HSDA_CD,HSDA_ID,HSDA_Name,HSDA_Title,HA_CD,HA_ID,HA_Name,HA_Title,CHSA_UR_Class,CHSA_Pop2016,CHSA_AreaKm2, CHSA_Density ,CHSA_IR
3311,North Vancouver City - East,3311 North Vancouver City - East,331,North Vancouver,331 North Vancouver,33,33 NSCG,North Shore/Coast Garibaldi,33 North Shore/Coast Garibaldi,3,3 VCHA,Vancouver Coastal,3 Vancouver Coastal,1 Metropolitan," 19,230 ", 6.3 ," 3,052.38 ",0.1113
3312,North Vancouver City - West,3312 North Vancouver City - West,331,North Vancouver,331 North Vancouver,33,33 NSCG,North Shore/Coast Garibaldi,33 North Shore/Coast Garibaldi,3,3 VCHA,Vancouver Coastal,3 Vancouver Coastal,1 Metropolitan," 34,244 ", 5.8 ," 5,863.70 ",0.1113
3313,North Vancouver DM - Central,3313 North Vancouver DM - Central,331,North Vancouver,331 North Vancouver,33,33 NSCG,North Shore/Coast Garibaldi,33 North Shore/Coast Garibaldi,3,3 VCHA,Vancouver Coastal,3 Vancouver Coastal,1 Metropolitan," 29,808 ", 28.7 ," 1,040.42 ",0.1113
3314,North Vancouver DM - East,3314 North Vancouver DM - East,331,North Vancouver,331 North Vancouver,33,33 NSCG,North Shore/Coast Garibaldi,33 North Shore/Coast Garibaldi,3,3 VCHA,Vancouver Coastal,3 Vancouver Coastal,1 Metropolitan," 29,271 ", 343.9 , 85.11 ,0.1112
3315,North Vancouver DM - West,3315 North Vancouver DM - West,331,North Vancouver,331 North Vancouver,33,33 NSCG,North Shore/Coast Garibaldi,33 North Shore/Coast Garibaldi,3,3 VCHA,Vancouver Coastal,3 Vancouver Coastal,1 Metropolitan," 28,839 ", 32.1 , 898.97 ,0.1113
3321,West Vancouver - Lower,3321 West Vancouver - Lower,332,West Vancouver/Bowen Island,332 West Vancouver/Bowen Island,33,33 NSCG,North Shore/Coast Garibaldi,33 North Shore/Coast Garibaldi,3,3 VCHA,Vancouver Coastal,3 Vancouver Coastal,1 Metropolitan," 19,412 ", 7.5 ," 2,574.54 ",0.1205
3322,West Vancouver - Upper,3322 West Vancouver - Upper,332,West Vancouver/Bowen Island,332 West Vancouver/Bowen Island,33,33 NSCG,North Shore/Coast Garibaldi,33 North Shore/Coast Garibaldi,3,3 VCHA,Vancouver Coastal,3 Vancouver Coastal,1 Metropolitan," 25,992 ", 83.0 , 313.12 ,0.1204
3323,Bowen Island/Lions Bay,3323 Bowen Island/Lions Bay,332,West Vancouver/Bowen Island,332 West Vancouver/Bowen Island,33,33 NSCG,North Shore/Coast Garibaldi,33 North Shore/Coast Garibaldi,3,3 VCHA,Vancouver Coastal,3 Vancouver Coastal,6 Rural," 5,086 ", 131.0 , 38.83 ,0.1638
3331,Gibsons,3331 Gibsons,333,Sunshine Coast,333 Sunshine Coast,33,33 NSCG,North Shore/Coast Garibaldi,33 North Shore/Coast Garibaldi,3,3 VCHA,Vancouver Coastal,3 Vancouver Coastal,5 Rural Hub," 8,269 ", 26.1 , 317.43 ,0.2122
3332,Sechelt,3332 Sechelt,333,Sunshine Coast,333 Sunshine Coast,33,33 NSCG,North Shore/Coast Garibaldi,33 North Shore/Coast Garibaldi,3,3 VCHA,Vancouver Coastal,3 Vancouver Coastal,5 Rural Hub," 10,862 ", 42.1 , 258.31 ,0.2244
3333,Sunshine Coast Rural,3333 Sunshine Coast Rural,333,Sunshine Coast,333 Sunshine Coast,33,33 NSCG,North Shore/Coast Garibaldi,33 North Shore/Coast Garibaldi,3,3 VCHA,Vancouver Coastal,3 Vancouver Coastal,6 Rural," 10,839 "," 3,755.3 ", 2.89 ,0.3184
3341,Powell River City,3341 Powell River City,334,Powell River,334 Powell River,33,33 NSCG,North Shore/Coast Garibaldi,33 North Shore/Coast Garibaldi,3,3 VCHA,Vancouver Coastal,3 Vancouver Coastal,4 Small Urban," 13,157 ", 31.1 , 422.78 ,0.3980
3342,qathet Rural,3342 qathet Rural,334,Powell River,334 Powell River,33,33 NSCG,North Shore/Coast Garibaldi,33 North Shore/Coast Garibaldi,3,3 VCHA,Vancouver Coastal,3 Vancouver Coastal,6 Rural," 6,514 "," 5,194.3 ", 1.25 ,0.4281
3351,Squamish,3351 Squamish,335,Howe Sound,335 Howe Sound,33,33 NSCG,North Shore/Coast Garibaldi,33 North Shore/Coast Garibaldi,3,3 VCHA,Vancouver Coastal,3 Vancouver Coastal,4 Small Urban," 19,893 ", 112.6 , 176.65 ,0.1733
3352,Whistler,3352 Whistler,335,Howe Sound,335 Howe Sound,33,33 NSCG,North Shore/Coast Garibaldi,33 North Shore/Coast Garibaldi,3,3 VCHA,Vancouver Coastal,3 Vancouver Coastal,5 Rural Hub," 11,854 ", 245.0 , 48.39 ,0.2024
3353,Howe Sound Rural,3353 Howe Sound Rural,335,Howe Sound,335 Howe Sound,33,33 NSCG,North Shore/Coast Garibaldi,33 North Shore/Coast Garibaldi,3,3 VCHA,Vancouver Coastal,3 Vancouver Coastal,6 Rural," 6,906 "," 8,844.5 ", 0.78 ,0.2240
3360,Bella Coola Valley,3360 Bella Coola Valley,336,Bella Coola Valley,336 Bella Coola Valley,33,33 NSCG,North Shore/Coast Garibaldi,33 North Shore/Coast Garibaldi,3,3 VCHA,Vancouver Coastal,3 Vancouver Coastal,7 Remote," 2,678 "," 25,204.6 ", 0.11 ,0.7184
3370,Central Coast,3370 Central Coast,337,Central Coast,337 Central Coast,33,33 NSCG,North Shore/Coast Garibaldi,33 North Shore/Coast Garibaldi,3,3 VCHA,Vancouver Coastal,3 Vancouver Coastal,7 Remote," 1,514 "," 10,713.0 ", 0.14 ,0.6632
4111,Downtown Victoria/Vic West,4111 Downtown Victoria/Vic West,411,Greater Victoria,411 Greater Victoria,41,41 SVI,South Vancouver Island,41 South Vancouver Island,4,4 VIHA,Vancouver Island,4 Vancouver Island,2 Large Urban," 31,290 ", 7.3 ," 4,274.59 ",0.2125
4112,James Bay/Fairfield,4112 James Bay/Fairfield,411,Greater Victoria,411 Greater Victoria,41,41 SVI,South Vancouver Island,41 South Vancouver Island,4,4 VIHA,Vancouver Island,4 Vancouver Island,2 Large Urban," 32,057 ", 7.7 ," 4,184.99 ",0.2125
4113,Oaklands/Fernwood,4113 Oaklands/Fernwood,411,Greater Victoria,411 Greater Victoria,41,41 SVI,South Vancouver Island,41 South Vancouver Island,4,4 VIHA,Vancouver Island,4 Vancouver Island,2 Large Urban," 22,445 ", 4.5 ," 4,987.78 ",0.2125
4114,Oak Bay,4114 Oak Bay,411,Greater Victoria,411 Greater Victoria,41,41 SVI,South Vancouver Island,41 South Vancouver Island,4,4 VIHA,Vancouver Island,4 Vancouver Island,2 Large Urban," 18,094 ", 12.6 ," 1,431.49 ",0.2269
4115,Gordon Head/Shelbourne,4115 Gordon Head/Shelbourne,411,Greater Victoria,411 Greater Victoria,41,41 SVI,South Vancouver Island,41 South Vancouver Island,4,4 VIHA,Vancouver Island,4 Vancouver Island,2 Large Urban," 38,257 ", 21.9 ," 1,747.69 ",0.1939
4116,Quadra/Swan Lake,4116 Quadra/Swan Lake,411,Greater Victoria,411 Greater Victoria,41,41 SVI,South Vancouver Island,41 South Vancouver Island,4,4 VIHA,Vancouver Island,4 Vancouver Island,2 Large Urban," 24,167 ", 9.9 ," 2,438.65 ",0.1939
4117,Interurban/Tillicum,4117 Interurban/Tillicum,411,Greater Victoria,411 Greater Victoria,41,41 SVI,South Vancouver Island,41 South Vancouver Island,4,4 VIHA,Vancouver Island,4 Vancouver Island,2 Large Urban," 29,704 ", 23.8 ," 1,248.59 ",0.1939
4118,View Royal,4118 View Royal,411,Greater Victoria,411 Greater Victoria,41,41 SVI,South Vancouver Island,41 South Vancouver Island,4,4 VIHA,Vancouver Island,4 Vancouver Island,2 Large Urban," 10,408 ", 16.4 , 634.63 ,0.1934
4119,Esquimalt,4119 Esquimalt,411,Greater Victoria,411 Greater Victoria,41,41 SVI,South Vancouver Island,41 South Vancouver Island,4,4 VIHA,Vancouver Island,4 Vancouver Island,2 Large Urban," 19,497 ", 8.0 ," 2,440.18 ",0.2118
4121,Colwood,4121 Colwood,412,Western Communities,412 Western Communities,41,41 SVI,South Vancouver Island,41 South Vancouver Island,4,4 VIHA,Vancouver Island,4 Vancouver Island,2 Large Urban," 16,859 ", 17.7 , 953.02 ,0.2241
4122,Metchosin,4122 Metchosin,412,Western Communities,412 Western Communities,41,41 SVI,South Vancouver Island,41 South Vancouver Island,4,4 VIHA,Vancouver Island,4 Vancouver Island,6 Rural," 4,837 ", 74.7 , 64.74 ,0.2449
4123,Langford/Highlands,4123 Langford/Highlands,412,Western Communities,412 Western Communities,41,41 SVI,South Vancouver Island,41 South Vancouver Island,4,4 VIHA,Vancouver Island,4 Vancouver Island,2 Large Urban," 37,985 ", 87.6 , 433.52 ,0.2095
4124,Sooke,4124 Sooke,412,Western Communities,412 Western Communities,41,41 SVI,South Vancouver Island,41 South Vancouver Island,4,4 VIHA,Vancouver Island,4 Vancouver Island,5 Rural Hub," 14,894 ", 88.4 , 168.48 ,0.2536
4125,Juan de Fuca Coast,4125 Juan de Fuca Coast,412,Western Communities,412 Western Communities,41,41 SVI,South Vancouver Island,41 South Vancouver Island,4,4 VIHA,Vancouver Island,4 Vancouver Island,6 Rural," 2,885 "," 1,474.6 ", 1.96 ,0.2324
4131,Royal Oak/Cordova Bay/Prospect,4131 Royal Oak/Cordova Bay/Prospect,413,Saanich Peninsula,413 Saanich Peninsula,41,41 SVI,South Vancouver Island,41 South Vancouver Island,4,4 VIHA,Vancouver Island,4 Vancouver Island,2 Large Urban," 22,020 ", 47.2 , 467.02 ,0.1939
4132,Central Saanich,4132 Central Saanich,413,Saanich Peninsula,413 Saanich Peninsula,41,41 SVI,South Vancouver Island,41 South Vancouver Island,4,4 VIHA,Vancouver Island,4 Vancouver Island,2 Large Urban," 19,325 ", 46.2 , 418.74 ,0.1943
4133,North Saanich,4133 North Saanich,413,Saanich Peninsula,413 Saanich Peninsula,41,41 SVI,South Vancouver Island,41 South Vancouver Island,4,4 VIHA,Vancouver Island,4 Vancouver Island,2 Large Urban," 11,675 ", 40.4 , 289.27 ,0.2121
4134,Sidney,4134 Sidney,413,Saanich Peninsula,413 Saanich Peninsula,41,41 SVI,South Vancouver Island,41 South Vancouver Island,4,4 VIHA,Vancouver Island,4 Vancouver Island,2 Large Urban," 11,672 ", 5.1 ," 2,297.64 ",0.2104
4141,Salt Spring Island,4141 Salt Spring Island,414,Southern Gulf Islands,414 Southern Gulf Islands,41,41 SVI,South Vancouver Island,41 South Vancouver Island,4,4 VIHA,Vancouver Island,4 Vancouver Island,6 Rural," 10,557 ", 185.7 , 56.86 ,0.1971
4142,Pender/Galiano/Saturna/Mayne,4142 Pender/Galiano/Saturna/Mayne,414,Southern Gulf Islands,414 Southern Gulf Islands,41,41 SVI,South Vancouver Island,41 South Vancouver Island,4,4 VIHA,Vancouver Island,4 Vancouver Island,6 Rural," 4,732 ", 191.0 , 24.77 ,0.3505
4211,South Cowichan,4211 South Cowichan,421,Cowichan Valley South,421 Cowichan Valley South,42,42 CVI,Central Vancouver Island,42 Central Vancouver Island,4,4 VIHA,Vancouver Island,4 Vancouver Island,5 Rural Hub," 17,780 ", 237.7 , 74.80 ,0.2401
4212,Central Cowichan,4212 Central Cowichan,421,Cowichan Valley South,421 Cowichan Valley South,42,42 CVI,Central Vancouver Island,42 Central Vancouver Island,4,4 VIHA,Vancouver Island,4 Vancouver Island,4 Small urban," 40,598 ", 505.6 , 80.29 ,0.2463
4220,Cowichan Valley West,4220 Cowichan Valley West,422,Cowichan Valley West,422 Cowichan Valley West,42,42 CVI,Central Vancouver Island,42 Central Vancouver Island,4,4 VIHA,Vancouver Island,4 Vancouver Island,6 Rural," 6,240 "," 2,378.1 ", 2.62 ,0.2755
4231,Ladysmith,4231 Ladysmith,423,Cowichan Valley North,423 Cowichan Valley North,42,42 CVI,Central Vancouver Island,42 Central Vancouver Island,4,4 VIHA,Vancouver Island,4 Vancouver Island,4 Small Urban," 8,557 ", 12.3 , 695.13 ,0.2481
4232,Ladysmith Rural,4232 Ladysmith Rural,423,Cowichan Valley North,423 Cowichan Valley North,42,42 CVI,Central Vancouver Island,42 Central Vancouver Island,4,4 VIHA,Vancouver Island,4 Vancouver Island,6 Rural," 3,676 ", 358.4 , 10.26 ,0.2493
4233,Chemainus,4233 Chemainus,423,Cowichan Valley North,423 Cowichan Valley North,42,42 CVI,Central Vancouver Island,42 Central Vancouver Island,4,4 VIHA,Vancouver Island,4 Vancouver Island,5 Rural Hub," 6,037 ", 18.5 , 326.50 ,0.2488
4234,Penelakut and Thetis Islands,4234 Penelakut and Thetis Islands,423,Cowichan Valley North,423 Cowichan Valley North,42,42 CVI,Central Vancouver Island,42 Central Vancouver Island,4,4 VIHA,Vancouver Island,4 Vancouver Island,6 Rural, 851 , 48.5 , 17.55 ,0.2706
4241,Downtown Nanaimo,4241 Downtown Nanaimo,424,Greater Nanaimo,424 Greater Nanaimo,42,42 CVI,Central Vancouver Island,42 Central Vancouver Island,4,4 VIHA,Vancouver Island,4 Vancouver Island,3 Medium Urban," 20,117 ", 14.1 ," 1,422.70 ",0.2379
4242,Departure Bay,4242 Departure Bay,424,Greater Nanaimo,424 Greater Nanaimo,42,42 CVI,Central Vancouver Island,42 Central Vancouver Island,4,4 VIHA,Vancouver Island,4 Vancouver Island,3 Medium Urban," 25,680 ", 21.1 ," 1,217.64 ",0.2379
4243,Nanaimo North/Lantzville,4243 Nanaimo North/Lantzville,424,Greater Nanaimo,424 Greater Nanaimo,42,42 CVI,Central Vancouver Island,42 Central Vancouver Island,4,4 VIHA,Vancouver Island,4 Vancouver Island,3 Medium Urban," 30,045 ", 48.6 , 618.34 ,0.2393
4244,Nanaimo South,4244 Nanaimo South,424,Greater Nanaimo,424 Greater Nanaimo,42,42 CVI,Central Vancouver Island,42 Central Vancouver Island,4,4 VIHA,Vancouver Island,4 Vancouver Island,3 Medium Urban," 14,529 ", 27.7 , 525.46 ,0.2382
4245,Nanaimo West/Rural,4245 Nanaimo West/Rural,424,Greater Nanaimo,424 Greater Nanaimo,42,42 CVI,Central Vancouver Island,42 Central Vancouver Island,4,4 VIHA,Vancouver Island,4 Vancouver Island,6 Rural," 7,502 "," 1,080.1 ", 6.95 ,0.2391
4246,Cedar/Wellington,4246 Cedar/Wellington,424,Greater Nanaimo,424 Greater Nanaimo,42,42 CVI,Central Vancouver Island,42 Central Vancouver Island,4,4 VIHA,Vancouver Island,4 Vancouver Island,6 Rural," 7,058 ", 62.4 , 113.13 ,0.2470
4247,Gabriola Island,4247 Gabriola Island,424,Greater Nanaimo,424 Greater Nanaimo,42,42 CVI,Central Vancouver Island,42 Central Vancouver Island,4,4 VIHA,Vancouver Island,4 Vancouver Island,6 Rural," 4,033 ", 58.1 , 69.44 ,0.2852
4251,Parksville,4251 Parksville,425,Oceanside,425 Oceanside,42,42 CVI,Central Vancouver Island,42 Central Vancouver Island,4,4 VIHA,Vancouver Island,4 Vancouver Island,4 Small Urban," 13,260 ", 16.8 , 788.82 ,0.2601
4252,Qualicum Beach,4252 Qualicum Beach,425,Oceanside,425 Oceanside,42,42 CVI,Central Vancouver Island,42 Central Vancouver Island,4,4 VIHA,Vancouver Island,4 Vancouver Island,4 Small Urban," 8,943 ", 18.0 , 497.11 ,0.2619
4253,Oceanside Rural,4253 Oceanside Rural,425,Oceanside,425 Oceanside,42,42 CVI,Central Vancouver Island,42 Central Vancouver Island,4,4 VIHA,Vancouver Island,4 Vancouver Island,6 Rural," 24,930 ", 811.2 , 30.73 ,0.2653
4261,Port Alberni,4261 Port Alberni,426,Alberni/Clayoquot,426 Alberni/Clayoquot,42,42 CVI,Central Vancouver Island,42 Central Vancouver Island,4,4 VIHA,Vancouver Island,4 Vancouver Island,4 Small Urban," 21,118 ", 49.2 , 429.14 ,0.2890
4262,Alberni Valley/Bamfield,4262 Alberni Valley/Bamfield,426,Alberni/Clayoquot,426 Alberni/Clayoquot,42,42 CVI,Central Vancouver Island,42 Central Vancouver Island,4,4 VIHA,Vancouver Island,4 Vancouver Island,6 Rural," 4,329 "," 3,492.7 ", 1.24 ,0.3202
4263,West Coast,4263 West Coast,426,Alberni/Clayoquot,426 Alberni/Clayoquot,42,42 CVI,Central Vancouver Island,42 Central Vancouver Island,4,4 VIHA,Vancouver Island,4 Vancouver Island,7 Remote," 5,534 "," 3,338.8 ", 1.66 ,0.5369
4311,Comox,4311 Comox,431,Comox Valley,431 Comox Valley,43,43 NVI,North Vancouver Island,43 North Vancouver Island,4,4 VIHA,Vancouver Island,4 Vancouver Island,3 Medium Urban," 21,744 ", 72.3 , 300.87 ,0.2903
4312,Comox Valley Rural,4312 Comox Valley Rural,431,Comox Valley,431 Comox Valley,43,43 NVI,North Vancouver Island,43 North Vancouver Island,4,4 VIHA,Vancouver Island,4 Vancouver Island,6 Rural," 19,623 "," 1,641.0 ", 11.96 ,0.2876
4313,Courtenay,4313 Courtenay,431,Comox Valley,431 Comox Valley,43,43 NVI,North Vancouver Island,43 North Vancouver Island,4,4 VIHA,Vancouver Island,4 Vancouver Island,3 Medium Urban," 25,160 ", 32.9 , 764.74 ,0.2852
4321,Campbell River,4321 Campbell River,432,Greater Campbell River,432 Greater Campbell River,43,43 NVI,North Vancouver Island,43 North Vancouver Island,4,4 VIHA,Vancouver Island,4 Vancouver Island,3 Medium Urban," 33,465 ", 150.8 , 221.86 ,0.3020
4322,Campbell River Rural,4322 Campbell River Rural,432,Greater Campbell River,432 Greater Campbell River,43,43 NVI,North Vancouver Island,43 North Vancouver Island,4,4 VIHA,Vancouver Island,4 Vancouver Island,6 Rural," 9,105 "," 13,176.1 ", 0.69 ,0.3402
4330,Vancouver Island West,4330 Vancouver Island West,433,Vancouver Island West,433 Vancouver Island West,43,43 NVI,North Vancouver Island,43 North Vancouver Island,4,4 VIHA,Vancouver Island,4 Vancouver Island,6 Rural," 1,901 "," 5,144.1 ", 0.37 ,0.4685
4341,Port Hardy/Port Alice,4341 Port Hardy/Port Alice,434,Vancouver Island North,434 Vancouver Island North,43,43 NVI,North Vancouver Island,43 North Vancouver Island,4,4 VIHA,Vancouver Island,4 Vancouver Island,5 Rural Hub," 6,456 "," 1,610.0 ", 4.01 ,0.5132
4342,Port McNeill/Sointula,4342 Port McNeill/Sointula,434,Vancouver Island North,434 Vancouver Island North,43,43 NVI,North Vancouver Island,43 North Vancouver Island,4,4 VIHA,Vancouver Island,4 Vancouver Island,5 Rural Hub," 3,021 ", 89.5 , 33.75 ,0.5312
4343,Vancouver Island North Remote,4343 Vancouver Island North Remote,434,Vancouver Island North,434 Vancouver Island North,43,43 NVI,North Vancouver Island,43 North Vancouver Island,4,4 VIHA,Vancouver Island,4 Vancouver Island,7 Remote," 1,758 "," 19,068.6 ", 0.09 ,0.5862
5101,Haida Gwaii South,5101 Haida Gwaii South,510,Haida Gwaii,510 Haida Gwaii,51,51 NW,Northwest,51 Northwest,5,5 NHA,Northern,5 Northern,7 Remote," 2,323 "," 5,252.0 ", 0.44 ,0.6319
5102,Haida Gwaii North,5102 Haida Gwaii North,510,Haida Gwaii,510 Haida Gwaii,51,51 NW,Northwest,51 Northwest,5,5 NHA,Northern,5 Northern,7 Remote," 1,875 "," 4,791.1 ", 0.39 ,0.6533
5110,Snow Country,5110 Snow Country,511,Snow Country,511 Snow Country,51,51 NW,Northwest,51 Northwest,5,5 NHA,Northern,5 Northern,7 Remote, 421 ," 27,578.6 ", 0.02 ,0.6235
5121,Prince Rupert City Centre,5121 Prince Rupert City Centre,512,Prince Rupert,512 Prince Rupert,51,51 NW,Northwest,51 Northwest,5,5 NHA,Northern,5 Northern,4 Small Urban," 12,220 ", 55.0 , 222.30 ,0.4225
5122,Prince Rupert Rural,5122 Prince Rupert Rural,512,Prince Rupert,512 Prince Rupert,51,51 NW,Northwest,51 Northwest,5,5 NHA,Northern,5 Northern,7 Remote," 1,281 "," 6,112.4 ", 0.21 ,0.5012
5130,Upper Skeena,5130 Upper Skeena,513,Upper Skeena,513 Upper Skeena,51,51 NW,Northwest,51 Northwest,5,5 NHA,Northern,5 Northern,7 Remote," 4,223 "," 4,462.0 ", 0.95 ,0.5195
5141,Smithers Town Centre,5141 Smithers Town Centre,514,Smithers,514 Smithers,51,51 NW,Northwest,51 Northwest,5,5 NHA,Northern,5 Northern,5 Rural Hub," 6,182 ", 73.4 , 84.26 ,0.4676
5142,Smithers Rural,5142 Smithers Rural,514,Smithers,514 Smithers,51,51 NW,Northwest,51 Northwest,5,5 NHA,Northern,5 Northern,6 Rural," 6,786 "," 4,232.6 ", 1.60 ,0.4698
5143,Houston,5143 Houston,514,Smithers,514 Smithers,51,51 NW,Northwest,51 Northwest,5,5 NHA,Northern,5 Northern,5 Rural Hub," 3,446 "," 5,637.4 ", 0.61 ,0.4967
5150,Kitimat,5150 Kitimat,515,Kitimat,515 Kitimat,51,51 NW,Northwest,51 Northwest,5,5 NHA,Northern,5 Northern,5 Rural Hub," 9,090 "," 19,598.7 ", 0.46 ,0.4601
5160,Stikine,5160 Stikine,516,Stikine,516 Stikine,51,51 NW,Northwest,51 Northwest,5,5 NHA,Northern,5 Northern,7 Remote," 1,033 "," 132,240.6 ", 0.01 ,0.5975
5171,Terrace City Centre,5171 Terrace City Centre,517,Terrace,517 Terrace,51,51 NW,Northwest,51 Northwest,5,5 NHA,Northern,5 Northern,4 Small Urban," 11,977 ", 26.7 , 449.08 ,0.4098
5172,Terrace Rural,5172 Terrace Rural,517,Terrace,517 Terrace,51,51 NW,Northwest,51 Northwest,5,5 NHA,Northern,5 Northern,6 Rural," 8,273 "," 13,200.9 ", 0.63 ,0.4294
5180,Nisga'a,5180 Nisga'a,518,Nisga'a,518 Nisga'a,51,51 NW,Northwest,51 Northwest,5,5 NHA,Northern,5 Northern,7 Remote," 1,880 "," 5,037.1 ", 0.37 ,0.5453
5190,Telegraph Creek,5190 Telegraph Creek,519,Telegraph Creek,519 Telegraph Creek,51,51 NW,Northwest,51 Northwest,5,5 NHA,Northern,5 Northern,7 Remote, 595 ," 23,942.5 ", 0.02 ,0.6982
5211,Quesnel City Centre,5211 Quesnel City Centre,521,Quesnel,521 Quesnel,52,52 NI,Northern Interior,52 Northern Interior,5,5 NHA,Northern,5 Northern,4 Small Urban," 9,987 ", 39.5 , 252.77 ,0.3832
5212,Quesnel Rural,5212 Quesnel Rural,521,Quesnel,521 Quesnel,52,52 NI,Northern Interior,52 Northern Interior,5,5 NHA,Northern,5 Northern,6 Rural," 13,218 "," 23,686.2 ", 0.56 ,0.3892
5221,Burns Lake Town Centre,5221 Burns Lake Town Centre,522,Burns Lake,522 Burns Lake,52,52 NI,Northern Interior,52 Northern Interior,5,5 NHA,Northern,5 Northern,5 Rural Hub," 2,065 ", 7.0 , 296.27 ,0.5111
5222,Burns Lake South,5222 Burns Lake South,522,Burns Lake,522 Burns Lake,52,52 NI,Northern Interior,52 Northern Interior,5,5 NHA,Northern,5 Northern,7 Remote," 1,740 "," 18,719.9 ", 0.09 ,0.6273
5223,Burns Lake North,5223 Burns Lake North,522,Burns Lake,522 Burns Lake,52,52 NI,Northern Interior,52 Northern Interior,5,5 NHA,Northern,5 Northern,6 Rural," 2,451 "," 7,097.2 ", 0.35 ,0.4702
5231,Vanderhoof,5231 Vanderhoof,523,Nechako,523 Nechako,52,52 NI,Northern Interior,52 Northern Interior,5,5 NHA,Northern,5 Northern,6 Rural," 4,439 ", 54.3 , 81.78 ,0.4117
5232,Vanderhoof Rural,5232 Vanderhoof Rural,523,Nechako,523 Nechako,52,52 NI,Northern Interior,52 Northern Interior,5,5 NHA,Northern,5 Northern,6 Rural," 3,996 "," 5,611.2 ", 0.71 ,0.3905
5233,Fort St. James North,5233 Fort St. James North,523,Nechako,523 Nechako,52,52 NI,Northern Interior,52 Northern Interior,5,5 NHA,Northern,5 Northern,6 Rural," 4,558 "," 33,203.2 ", 0.14 ,0.4911
5234,Fraser Lake,5234 Fraser Lake,523,Nechako,523 Nechako,52,52 NI,Northern Interior,52 Northern Interior,5,5 NHA,Northern,5 Northern,6 Rural," 2,864 "," 3,676.4 ", 0.78 ,0.4374
5241,Prince George City - North,5241 Prince George City - North,524,Prince George,524 Prince George,52,52 NI,Northern Interior,52 Northern Interior,5,5 NHA,Northern,5 Northern,3 Medium Urban," 16,947 ", 183.7 , 92.26 ,0.3114
5242,Prince George City - Central,5242 Prince George City - Central,524,Prince George,524 Prince George,52,52 NI,Northern Interior,52 Northern Interior,5,5 NHA,Northern,5 Northern,3 Medium Urban," 41,431 ", 80.3 , 515.95 ,0.3111
5243,Prince George City - Southwest,5243 Prince George City - Southwest,524,Prince George,524 Prince George,52,52 NI,Northern Interior,52 Northern Interior,5,5 NHA,Northern,5 Northern,3 Medium Urban," 15,730 ", 72.1 , 218.08 ,0.3111
5244,Prince George Southwest Rural,5244 Prince George Southwest Rural,524,Prince George,524 Prince George,52,52 NI,Northern Interior,52 Northern Interior,5,5 NHA,Northern,5 Northern,6 Rural," 7,847 "," 4,121.3 ", 1.90 ,0.3264
5245,Prince George North Fraser Rural,5245 Prince George North Fraser Rural,524,Prince George,524 Prince George,52,52 NI,Northern Interior,52 Northern Interior,5,5 NHA,Northern,5 Northern,6 Rural," 5,486 "," 27,568.9 ", 0.20 ,0.3461
5246,McBride/Valemount,5246 McBride/Valemount,524,Prince George,524 Prince George,52,52 NI,Northern Interior,52 Northern Interior,5,5 NHA,Northern,5 Northern,7 Remote," 3,223 "," 15,221.4 ", 0.21 ,0.5895
5247,Mackenzie,5247 Mackenzie,524,Prince George,524 Prince George,52,52 NI,Northern Interior,52 Northern Interior,5,5 NHA,Northern,5 Northern,5 Rural Hub," 4,413 "," 28,854.9 ", 0.15 ,0.4833
5311,Dawson Creek,5311 Dawson Creek,531,Peace River South,531 Peace River South,53,53 NE,Northeast,53 Northeast,5,5 NHA,Northern,5 Northern,4 Small Urban," 12,198 ", 30.9 , 395.14 ,0.3708
5312,Chetwynd,5312 Chetwynd,531,Peace River South,531 Peace River South,53,53 NE,Northeast,53 Northeast,5,5 NHA,Northern,5 Northern,6 Rural," 2,503 ", 43.5 , 57.59 ,0.4809
5313,Tumbler Ridge,5313 Tumbler Ridge,531,Peace River South,531 Peace River South,53,53 NE,Northeast,53 Northeast,5,5 NHA,Northern,5 Northern,5 Rural Hub," 1,987 "," 1,571.0 ", 1.26 ,0.4838
5314,Peace River South Rural,5314 Peace River South Rural,531,Peace River South,531 Peace River South,53,53 NE,Northeast,53 Northeast,5,5 NHA,Northern,5 Northern,6 Rural," 10,162 "," 26,166.9 ", 0.39 ,0.4230
5321,Fort St John,5321 Fort St John,532,Peace River North,532 Peace River North,53,53 NE,Northeast,53 Northeast,5,5 NHA,Northern,5 Northern,4 Small Urban," 20,155 ", 26.3 , 767.22 ,0.3685
5322,Hudson's Hope,5322 Hudson's Hope,532,Peace River North,532 Peace River North,53,53 NE,Northeast,53 Northeast,5,5 NHA,Northern,5 Northern,6 Rural," 1,015 ", 896.9 , 1.13 ,0.4888
5323,Peace River North Rural,5323 Peace River North Rural,532,Peace River North,532 Peace River North,53,53 NE,Northeast,53 Northeast,5,5 NHA,Northern,5 Northern,6 Rural," 14,351 "," 67,027.0 ", 0.21 ,0.4142
5331,Fort Nelson Population Centre,5331 Fort Nelson Population Centre,533,Fort Nelson,533 Fort Nelson,53,53 NE,Northeast,53 Northeast,5,5 NHA,Northern,5 Northern,5 Rural Hub," 3,796 ", 13.8 , 275.27 ,0.5183
